filename,clarity,completeness,consistency
YashwantChauhan_SDL_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
gustavung_Graphrec_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations
lowes_auditor_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
kzh_noob_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
googleinterns_typescript-flag-upgrade_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
becloudway_serverless-data-pipeline_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations
jun108059_Elasticsearch-SpringBoot_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations
numerica-ideas_ni-microservice-nodejs_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
castle-finance_vault-transaction-indexer_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
vectranetworks_AWS-Traffic-Mirroring-Session-Manager_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
kaleidot725_Draft_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
doitintl_banias_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations
AndreasM009_AadApiGatekeeper_comparison.json,Partially Meets Expectations,Meets Expectations,Partially Meets Expectations
0xMelkor_ethereum-node_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations
ibm-hyperknowledge_hklib_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
ParaStation_psmpi_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
krishnaprasadkv_Linux-Commands_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
qaware_cloud-native-weather-javaee_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
IBM_customer-sentiment-on-seller-quality-nlu-cp4d_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
input-output-hk_marlowe-starter-kit_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
teamgram_teamgram-server_comparison.json,Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations
aurelien-m_raspberrypi-rustpy_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
Luizbrandt_users-crud-salesforce_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
kerollesroshdi_Cima-_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
ZID-Automat_Controller-ZIDAutomat_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
Fenkey_irma_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
linhao1998_ChatGPTClient_comparison.json,Partially Meets Expectations,Meets Expectations,Partially Meets Expectations
FPriv_factom-harmony-connect-python-sdk_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations
sfujiwara_terraform-google-ai-platform-notification_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
adityajain10_foot365-live-streaming-chatbot-prediction-app-on-aws_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
mbotarro_unijobs_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
de1ux_statlord_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
annashres_CustomerBot_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
opstree_OT-Microservices-Training_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
UBC-CIC_Student-Connect-App_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
laziestcoder_Budget_App_JS_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
elpapi42_deep-deblurring_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
nrephi_jupyter-spark-hadoop-docker_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
argrecsys_argael_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
liyangbing_rocketmq-http-gateway_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
lkmSasanga_fas-web-app_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
JuliaParallel_DagScheduler.jl_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
balajich_resilience4j-helloworld_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
calmato_gran-book_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Partially Meets Expectations
inIT-HF_gr-corrsounder_comparison.json,Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations
mcuking_offline-package-webpack-plugin_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
beston123_Tarzan_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
minism_hotel_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
aws-solutions_iot-device-simulator_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
whtngus_whtngus.github.io_comparison.json,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations
NLP4L_attic-nlp4l_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
hypertrack_live-app-android_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
usds_justice40-tool_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
qnib_qframe_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
chsakell_planet-scale-azure_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
SafeBreach-Labs_hAFL2_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
solenya-group_solenya_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
alanchn31_Movalytics-Data-Warehouse_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
andersonkmi_credit-card-bindb-service-aws_comparison.json,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations
YW-Ma_Algorithms-Visualizer_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
anvasquezre_sabiduria_asegurada_experiments_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
danielfm_prometheus-for-developers_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
GoogleCloudPlatform_datacatalog-tag-engine_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
OAID_Tengine_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
i5ting_stuq-koa_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
microsoft_azure-realtime-fraud-detection_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations
open-risk_Open_Risk_API_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
NeuralDev-io_arclytics_simcct_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
ankithans_codeX_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
Elkinmt19_feature-hero-ml_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
openshift_configuration-anomaly-detection_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
coverage-robot_core_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
lvyahui8_http-proxy_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
spikecodes_stotra_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
IBM_vpc-flowlogs-log-analysis_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
securesecrets_shadeswap_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
ertis-research_lwm2m-blockchain_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
ra1028_VueFlux_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
philipplackner_IvyWallet-PL_Version_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
jes_autopatzer_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
OpenPSD_modelbank_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
lubkoKuzenko_FE-Interview-Questions_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
SocialGouv_archifiltre-docs_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
davidlandry93_glo4001_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
meshery_meshery_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
dsc-sookmyung_2023-mention-all-SolutionChallenge_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
xydo1990_mlops_zoomcamp_homework_comparison.json,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations
jlhood_retweet-leaderboard_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
ndsev_zswag_comparison.json,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations
yoshixmk_remarks_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
GoogleCloudPlatform_analytics-componentized-patterns_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
zwt-sdk_zwt_comparison.json,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations
